numeropol;freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;nbsin;exposition;cout;age;duree_permis
9975;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;MITSUBISHI;F;0;0.501369863;0;34;6
9976;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;MITSUBISHI;F;0;0.265753425;0;34;6
9977;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;MITSUBISHI;F;0;0.208219178;0;34;6
9978;mensuel;A;Ingénieur;Végétalien;Urbain;Travail-quotidien;oui;SAAB;M;0;0.638356164;0;61;35
9979;mensuel;A;Ingénieur;Végétalien;Urbain;Travail-quotidien;oui;SAAB;M;0;0.246575342;0;61;35
9980;mensuel;A;Ingénieur;Végétalien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.109589041;0;61;35
9981;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;62;36
9982;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;63;37
9983;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;64;38
9984;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;1;0;65;39
9985;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;66;40
9986;mensuel;A;Ingénieur;Végétarien;Urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;67;41
9987;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;F;0;0.712328767;0;37;17
9988;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;F;0;0.282191781;0;37;17
9989;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;F;0;0.616438356;0;39;19
9990;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;1;0.717808219;2074.43;24;5
9991;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.276712329;0;24;5
9992;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;1;0.18630137;59523.07;25;6
9993;annuel;A;Actuaire;Végétarien;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.479452055;0;46;28
9994;annuel;A;Actuaire;Végétarien;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.517808219;0;46;28
9995;annuel;A;Actuaire;Carnivore;Urbain;Travail-quotidien;non;SAAB;M;0;0.605479452;0;49;31
9996;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.769863014;0;38;14
9997;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;1;0.997260274;174.86;40;16
9998;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;1;0;41;17
9999;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.997260274;0;42;18
10000;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.997260274;0;43;19
10001;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.997260274;0;46;26
10002;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.997260274;0;47;27
10003;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.997260274;0;48;28
10004;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;RENAULT;M;0;0.221917808;0;42;33
10005;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;RENAULT;M;1;0.997260274;290.05;42;33
10006;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;RENAULT;M;0;0.997260274;0;43;34
10007;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.997260274;0;50;24
10008;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;1;0.997260274;917.61;40;21
10009;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;0;0.997260274;0;43;24
10010;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;0;0.997260274;0;44;25
10011;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;VOLKSWAGEN;F;0;0.997260274;0;45;26
10012;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;ALFA ROMEO;F;0;0.997260274;0;34;15
10013;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;ALFA ROMEO;F;1;0.394520548;1173.72;35;16
10014;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;F;1;0.6;756.03;35;17
10015;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;F;0;0.345205479;0;36;18
10016;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;F;0;1;0;37;19
10017;annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;M;0;0.997260274;0;49;32
10018;annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;M;0;1;0;50;33
10019;annuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;M;1;0.997260274;38.48;51;34
10020;annuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;53;36
10021;annuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;GM;M;0;1;0;54;37
10022;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;1;0;41;16
10023;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.997260274;0;42;17
10024;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.375342466;0;44;19
10025;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.619178082;0;44;19
10026;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.068493151;0;45;20
10027;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.928767123;0;45;20
10028;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;0;0.997260274;0;46;21
10029;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;F;1;0.997260274;1759.52;48;23
10030;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;60;20
10031;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;61;21
10032;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.334246575;0;62;22
10033;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;MERCEDES-BENZ;M;0;1;0;63;23
10034;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;MERCEDES-BENZ;M;0;0.602739726;0;64;24
10035;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLVO;M;0;0.010958904;0;38;20
10036;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLVO;M;0;0.983561644;0;38;20
10037;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLVO;M;1;0.997260274;1022.12;39;21
10038;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLVO;M;0;0.920547945;0;40;22
10039;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.073972603;0;41;23
10040;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.416438356;0;41;23
10041;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.580821918;0;42;24
10042;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;M;1;0.997260274;1085.19;49;29
10043;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;M;0;0.783561644;0;51;31
10044;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.210958904;0;51;31
10045;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;1;0;52;32
10046;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;53;33
10047;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;54;34
10048;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.035616438;0;33;15
10049;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.871232877;0;33;15
10050;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.084931507;0;34;16
10051;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;1;0.997260274;3407.3;34;16
10052;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;1;1;18924.23;35;17
10053;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;2;0.997260274;20382.61;36;18
10054;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.131506849;0;37;19
10055;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;SEAT;M;0;0.997260274;0;38;20
10056;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;1;0;65;28
10057;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;66;29
10058;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;68;31
10059;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;1;0;69;32
10060;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;70;33
10061;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;72;35
10062;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;1;0.230136986;681.75;48;29
10063;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;49;30
10064;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;1;1;31552.39;52;33
10065;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;53;34
10066;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;54;35
10067;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;55;36
10068;mensuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;VOLVO;M;0;0.01369863;0;53;31
10069;mensuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;oui;MITSUBISHI;F;0;0.997260274;0;39;18
10070;mensuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;oui;MITSUBISHI;F;1;0.997260274;815.61;40;19
10071;mensuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;oui;MITSUBISHI;F;0;0.997260274;0;41;20
10072;mensuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;non;MITSUBISHI;F;0;0.263013699;0;43;22
10073;annuel;F;Technicien;Végétarien;Rural;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;28;5
10074;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.052054795;0;30;7
10075;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;1;0;31;8
10076;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;32;9
10077;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;33;10
10078;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;LANCIA;M;0;0.997260274;0;69;28
10079;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;LANCIA;M;0;0.01369863;0;70;29
10080;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.197260274;0;51;22
10081;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.997260274;0;51;22
10082;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.550684932;0;53;24
10083;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.446575342;0;53;24
10084;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.997260274;0;54;25
10085;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.997260274;0;55;26
10086;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.997260274;0;56;27
10087;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;1;0;57;28
10088;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;1;0.997260274;502.7;37;28
10089;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;0.997260274;0;38;29
10090;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;0.997260274;0;39;30
10091;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;1;0;40;31
10092;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;0.997260274;0;41;32
10093;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;0.997260274;0;42;33
10094;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;FORD;F;0;0.997260274;0;43;34
10095;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-quotidien;oui;PEUGEOT;M;0;0.712328767;0;49;18
10096;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-quotidien;non;MITSUBISHI;M;0;0.104109589;0;50;19
10097;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;MITSUBISHI;M;1;0.997260274;1046.02;50;19
10098;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;MITSUBISHI;M;1;0.997260274;906.57;51;20
10099;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;MITSUBISHI;M;0;1;0;52;21
10100;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;MITSUBISHI;M;0;0.997260274;0;54;23
10101;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;SKODA;M;0;0.010958904;0;55;24
10102;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;non;SKODA;M;1;0.624657534;2117.9;55;24
10103;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;MITSUBISHI;F;1;0.849315068;530.96;51;18
10104;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;F;0;0.145205479;0;52;19
10105;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;F;0;0.997260274;0;52;19
10106;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;F;0;0.315068493;0;54;21
10107;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;M;0;1;0;30;11
10108;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.997260274;0;31;12
10109;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.682191781;0;33;14
10110;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.312328767;0;33;14
10111;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.18630137;0;34;15
10112;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;35;16
10113;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;HONDA;M;0;0.95890411;0;36;17
10114;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;HONDA;M;0;0.035616438;0;36;17
10115;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;37;18
10116;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;GM;M;0;1;0;59;28
10117;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;GM;M;0;0.997260274;0;60;29
10118;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;GM;M;0;0.997260274;0;61;30
10119;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;GM;M;0;0.997260274;0;62;31
10120;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;GM;M;0;0.035616438;0;63;32
10121;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;PEUGEOT;M;0;0.726027397;0;63;32
10122;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;PEUGEOT;M;2;0.997260274;1817.36;64;33
10123;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;PEUGEOT;M;0;0.997260274;0;66;35
10124;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.997260274;0;54;28
10125;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.997260274;0;56;30
10126;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;1;0;57;31
10127;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.632876712;0;58;32
10128;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.997260274;0;59;33
10129;annuel;F;Autre;Carnivore;Semi-urbain;Loisir;non;VOLKSWAGEN;M;0;0.997260274;0;60;34
10130;annuel;F;Technicien;Végétalien;Semi-urbain;Travail-quotidien;non;ALFA ROMEO;M;0;0.750684932;0;54;31
10131;annuel;F;Technicien;Végétalien;Semi-urbain;Travail-quotidien;non;ALFA ROMEO;M;0;0.246575342;0;54;31
10132;mensuel;F;Infirmière;Végétalien;Rural;Travail-occasionnel;oui;HONDA;M;0;0.197260274;0;28;10
10133;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;MERCEDES-BENZ;M;0;0.997260274;0;69;28
10134;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;MERCEDES-BENZ;M;0;0.997260274;0;70;29
10135;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;MERCEDES-BENZ;M;0;0.997260274;0;71;30
10136;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;73;32
10137;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;74;33
10138;annuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;75;34
10139;annuel;A;Infirmière;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;M;0;0.515068493;0;43;27
10140;annuel;A;Infirmière;Carnivore;Urbain;Travail-occasionnel;non;VOLVO;M;0;0.282191781;0;43;27
10141;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.832876712;0;29;10
10142;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.161643836;0;30;11
10143;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;30;11
10144;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;31;12
10145;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;F;0;0.767123288;0;33;14
10146;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;F;0;0.22739726;0;34;15
10147;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;F;0;0.983561644;0;34;15
10148;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.010958904;0;35;16
10149;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;35;16
10150;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.997260274;0;62;29
10151;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;1;0;64;31
10152;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.997260274;0;65;32
10153;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;M;0;0.682191781;0;66;33
10154;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;49;27
10155;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;50;28
10156;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;51;29
10157;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;1;0;52;30
10158;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;53;31
10159;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;54;32
10160;annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;AUDI;M;0;0.997260274;0;55;33
10161;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;42;19
10162;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;1;0.997260274;36.34;43;20
10163;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;1;0.997260274;2556.21;44;21
10164;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;2;0.997260274;252.98;46;23
10165;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;1;0.997260274;36296.85;47;24
10166;mensuel;A;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;1;0.997260274;324.57;55;34
10167;mensuel;A;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;1;0.230136986;193.5;56;35
10168;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;non;ROVER;M;0;0.635616438;0;50;28
10169;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;0;0.997260274;0;38;13
10170;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;1;0.997260274;1174.99;39;14
10171;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;0;0.430136986;0;40;15
10172;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MITSUBISHI;F;0;0.561643836;0;40;15
10173;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;MITSUBISHI;F;0;0.805479452;0;41;16
10174;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.997260274;0;42;17
10175;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;F;0;0.106849315;0;43;18
10176;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;44;19
10177;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.109589041;0;43;17
10178;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;37;15
10179;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.139726027;0;38;16
10180;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.079452055;0;38;16
10181;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.775342466;0;38;16
10182;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;39;17
10183;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.15890411;0;40;18
10184;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.835616438;0;40;18
10185;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;41;19
10186;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;42;20
10187;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;39;20
10188;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;40;21
10189;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;41;22
10190;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.723287671;0;43;24
10191;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.035616438;0;43;24
10192;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;F;0;0.232876712;0;44;25
10193;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;AUDI;M;0;0.142465753;0;42;20
10194;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;NISSAN;M;0;0.534246575;0;64;28
10195;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;TOYOTA;M;0;0.002739726;0;65;29
